IPO Name,Issue Open Date,Issue Close Date,Listing Date,Listing Exchange,Issue Price (Rs),Listing Price (Rs),Listing Gain (%),GMP ,Retail Subscription,NII Subscription,QIB Subscription,Issue Size (Rs.cr),Revenue (Rs),Profit (Rs),EPS,Promoter Holding (%),Lead Manager,Label,upper_price,lower_price,no_of_shares_cr,Year,IPO_Duration,Price_Band_Width,log_Issue_Size,Sub_Strength,Recommendation
Jana Small Finance Bank Ltd. IPO,2024-02-07,2024-02-09,2024-02-14,"BSE, NSE",414,396.0,-4.35,-18.0,5.7,26.13,39.81,570.0,4749.8,255.9,12.34,25.1,Axis Capital,0.0,0,0,0,2024,2,0,6.3473892096560105,28.884,Avoid
Capital Small Finance Bank Ltd. IPO,2024-02-07,2024-02-09,2024-02-14,"BSE, NSE",468,234.0,-50.0,-234.0,2.6,4.23,6.86,523.07,725.5,93.6,26.15,27.97,Nuvama Wealth Management,0.0,0,0,0,2024,2,0,6.261625263185248,5.218999999999999,Avoid
Rashi Peripherals Ltd. IPO,2024-02-07,2024-02-09,2024-02-14,"BSE, NSE",311,339.5,9.16,28.5,11.01,66.15,151.45,600.0,9454,123.7,22.84,51.01,JM Financial,0.0,0,0,0,2024,2,0,6.398594934535208,97.772,Apply
Apeejay Surrendra Park Hotels Ltd. IPO,2024-02-05,2024-02-07,2024-02-12,"BSE, NSE",155,187.0,20.65,32.0,32.0,55.26,79.23,920.0,506,48.2,2.31,37.18,JM Financial,0.0,0,0,0,2024,2,0,6.825460036255307,62.593,Apply
BLS E-Services Ltd. IPO,2024-01-30,2024-02-01,2024-02-06,"BSE, NSE",135,309.0,128.89,174.0,236.53,300.05,123.3,309.29,243.6,20.3,2.75,65.82,Unistone Capital,0.0,0,0,0,2024,2,0,5.737507344057822,198.971,Apply
Nova AgriTech Ltd. IPO,2024-01-23,2024-01-25,2024-01-31,"BSE, NSE",41,55.0,34.15,14.0,80.2,233.03,81.13,143.81,210.6,20.5,3.1,61.01,Keynote Financial,0.0,0,0,0,2024,2,0,4.975422538340511,126.514,Apply
EPACK Durable Ltd. IPO,2024-01-19,2024-01-24,2024-01-30,"BSE, NSE",230,225.0,-2.17,-5.0,6.5,29.07,25.59,640.05,1539.9,31.9,4.5,64.47,Axis Capital,0.0,0,0,0,2024,5,0,6.46310745699871,22.816,Avoid
Medi Assist Healthcare Services Ltd. IPO,2024-01-15,2024-01-17,2024-01-23,"BSE, NSE",418,465.0,11.24,47.0,3.19,14.85,40.14,0.0,516.4,74.3,10.43,49.79,Axis Bank,0.0,0,0,0,2024,2,0,0.0,25.163,Apply
Jyoti CNC Automation Ltd. IPO,2024-01-09,2024-01-11,2024-01-16,"BSE, NSE",331,370.0,11.78,39.0,27.5,38.33,46.37,0.0,935.3,15,1.7,65.98,Equirus Capital,0.0,0,0,0,2024,2,0,0.0,40.184,Apply
Sudeep Pharma Ltd. IPO,2025-11-21,2025-11-25,2025-11-28,"BSE, NSE",593,730.0,23.1,137.0,15.65,116.72,213.08,895.0,350.20,46.40,13.62,69.96,ICICI Securities,0.0,0,0,0,2025,4,0,6.79794041297493,144.686,Apply
Excelsoft Technologies Ltd. IPO,2025-11-19,2025-11-21,2025-11-26,"BSE, NSE",120,135.0,12.5,15.0,16.44,107.04,50.06,500.0,110.10,11.20,8.01,49.72,Anand Rathi Advisors,0.0,0,0,0,2025,2,0,6.2166061010848646,60.43000000000001,Apply
Capillary Technologies India Ltd. IPO,2025-11-14,2025-11-18,2025-11-21,"BSE, NSE",577,571.9,-0.88,-5.10000000000002,15.85,69.85,57.3,877.5,344.00,-29.00,Negative,26.83,JM Financial,0.0,0,0,0,2025,4,0,6.778215907627152,52.775,Avoid
Fujiyama Power Systems Ltd. IPO,2025-11-13,2025-11-17,2025-11-20,"BSE, NSE",228,220.0,-3.51,-8.0,1.05,0.92,5.24,828.0,45.60,3.50,2.31,74.98,Motilal Oswal Investment,0.0,0,0,0,2025,4,0,6.720220155135295,3.106,Avoid
Tenneco Clean Air India Ltd. IPO,2025-11-12,2025-11-14,2025-11-19,"BSE, NSE",397,505.0,27.2,108.0,5.37,42.79,174.78,0.0,"1,800.00",70.00,10.00,NA ,JM Financial,0.0,0,0,0,2025,2,0,0.0,101.301,Apply
PhysicsWallah Ltd. IPO,2025-11-11,2025-11-13,2025-11-18,"BSE, NSE",109,145.0,33.03,36.0,1.14,0.51,2.86,0.0,798.00,104.00,0,NA ,Kotak Mahindra Capital,0.0,0,0,0,2025,2,0,0.0,1.811,Apply
Emmvee Photovoltaic Power Ltd. IPO,2025-11-11,2025-11-13,2025-11-18,"BSE, NSE",217,217.0,0.0,0.0,1.1,0.3,1.26,0.0,"1,111.00",56.00,8.23,69.00,JM Financial,0.0,0,0,0,2025,2,0,0.0,0.94,Avoid
Pine Labs Ltd. IPO,2025-11-07,2025-11-11,2025-11-14,"BSE, NSE",221,242.0,9.5,21.0,1.27,0.3,3.97,0.0,"1,288.70",-226.70,Negative,0,Axis Capital,0.0,0,0,0,2025,4,0,0.0,2.329,Neutral
Billionbrains Garage Ventures Ltd. IPO (Groww IPO),2025-11-04,2025-11-07,2025-11-12,"BSE, NSE",100,112.0,12.0,12.0,9.43,14.2,22.02,0.0,"1,277.50",448.70,0,0,Kotak Mahindra Capital,0.0,0,0,0,2025,3,0,0.0,17.156,Apply
Lenskart Solutions Ltd. IPO,2025-10-31,2025-11-04,2025-11-10,"BSE, NSE",402,395.0,-1.74,-7.0,7.56,18.23,40.36,0.0,"3,788.20",-64.50,Negative,0,Kotak Mahindra Capital,0.0,0,0,0,2025,4,0,0.0,27.161,Avoid
Studds Accessories Ltd. IPO,2025-10-30,2025-11-03,2025-11-07,"BSE, NSE",585,565.0,-3.42,-20.0,22.08,76.99,159.99,455.49,473.00,50.00,7.20,70.70,IIFL Capital,0.0,0,0,0,2025,4,0,6.123566793990049,107.508,Avoid
Orkla India Ltd. IPO,2025-10-29,2025-10-31,2025-11-06,"BSE, NSE",730,750.1,2.75,20.1,7.06,54.42,117.63,0.0,"2,206.00",239.00,0,0,ICICI Securities,0.0,0,0,0,2025,2,0,0.0,76.553,Apply
Midwest Ltd. IPO,2025-10-15,2025-10-17,2025-10-24,"BSE, NSE",1065,1165.0,9.39,100.0,25.52,176.57,146.99,451.1,111.90,13.50,5.91,99.99,Dam Capital,0.0,0,0,0,2025,2,0,6.11390339430056,131.57000000000002,Apply
Canara HSBC Life Insurance Co.Ltd. IPO,2025-10-10,2025-10-14,2025-10-17,"BSE, NSE",106,106.0,0.0,0.0,0.42,0.33,7.05,0.0,"11,460.00",239.00,0,0,SBICAP,0.0,0,0,0,2025,4,0,0.0,3.708,Avoid
Rubicon Research Ltd. IPO,2025-10-09,2025-10-13,2025-10-16,"BSE, NSE",485,620.1,27.86,135.1,37.4,102.7,137.09,0.0,215.80,32.40,9.36,75.00,Axis Capital,0.0,0,0,0,2025,4,0,0.0,106.835,Apply
Canara Robeco Asset Management Co.Ltd. IPO,2025-10-09,2025-10-13,2025-10-16,"BSE, NSE",266,280.25,5.36,14.25,1.91,6.45,25.92,0.0,515.20,191.00,0,0,SBICAP,0.0,0,0,0,2025,4,0,0.0,15.277,Neutral
LG Electronics India Ltd. IPO,2025-10-07,2025-10-09,2025-10-14,"BSE, NSE",1140,1710.1,50.01,570.1,3.55,22.44,166.51,0.0,"16,000.00","1,000.00",0,NA ,Morgan Stanley,0.0,0,0,0,2025,2,0,0.0,90.697,Apply
Tata Capital Ltd. IPO,2025-10-06,2025-10-08,2025-10-13,"BSE, NSE",326,330.0,1.23,4.0,1.1,1.98,3.42,0.0,"13,634.30","2,943.80",0,NA ,Kotak Mahindra Capital,0.0,0,0,0,2025,2,0,0.0,2.524,Neutral
WeWork India Management Ltd. IPO,2025-10-03,2025-10-07,2025-10-10,"BSE, NSE",648,650.0,0.31,2.0,0.62,0.23,1.79,0.0,"1,400.00",-20.00,0,NA ,JM Financial,0.0,0,0,0,2025,4,0,0.0,1.088,Avoid
Advance Agrolife Ltd. IPO,2025-09-30,2025-10-03,2025-10-08,"BSE, NSE",100,114.0,14.0,14.0,23.14,175.3,27.31,192.86,120.40,8.50,3.00,71.00,Choice Capital,0.0,0,0,0,2025,3,0,5.267136249064462,70.873,Apply
Om Freight Forwarders Ltd. IPO,2025-09-29,2025-10-03,2025-10-08,"BSE, NSE",135,82.5,-38.89,-52.5,2.77,7.39,3.97,122.31,420.20,14.50,3.58,70.00,Smart Horizon Capital,0.0,0,0,0,2025,4,0,4.814701509882439,4.756,Avoid
Fabtech Technologies Ltd. IPO,2025-09-29,2025-10-01,2025-10-07,"BSE, NSE",191,192.0,0.52,1.0,2.09,1.97,2.02,230.3,150.80,10.00,5.70,60.00,Unistone Capital,0.0,0,0,0,2025,2,0,5.443715569237393,2.019,Neutral
Glottis Ltd. IPO,2025-09-29,2025-10-01,2025-10-07,"BSE, NSE",129,84.0,-34.88,-45.0,1.47,3.08,1.84,307.0,50.20,5.30,3.50,74.90,Pantomath Capital,0.0,0,0,0,2025,2,0,5.730099782973574,2.138,Avoid
Pace Digitek Ltd. IPO,2025-09-26,2025-09-30,2025-10-06,"BSE, NSE",219,226.85,3.58,7.84999999999999,1.09,3.06,1.69,819.15,175.60,10.20,2.80,73.00,Unistone Capital,0.0,0,0,0,2025,4,0,6.709487250358495,1.981,Avoid
Jinkushal Industries Ltd. IPO,2025-09-25,2025-09-29,2025-10-03,"BSE, NSE",121,125.0,3.31,4.0,47.04,146.39,35.7,116.15,150.00,9.00,3.50,74.50,GYR Capital,0.0,0,0,0,2025,4,0,4.763455164953805,71.175,Apply
Trualt Bioenergy Ltd. IPO,2025-09-25,2025-09-29,2025-10-03,"BSE, NSE",496,545.4,9.96,49.4,11.5,103.04,165.16,839.28,190.50,12.00,4.00,60.00,Dam Capital,0.0,0,0,0,2025,4,0,6.733735169627479,115.792,Apply
Epack Prefab Technologies Ltd. IPO,2025-09-24,2025-09-26,2025-10-01,"BSE, NSE",204,183.85,-9.88,-20.15,1.74,3.79,5.09,504.0,450.00,25.00,5.50,65.00,Monarch Networth Capital,0.0,0,0,0,2025,2,0,6.22455842927536,4.03,Avoid
BMW Ventures Ltd. IPO,2025-09-24,2025-09-26,2025-10-01,"BSE, NSE",99,78.0,-21.21,-21.0,0.99,3.03,3.09,231.66,130.00,11.00,3.80,72.00,Sarthi Capital,0.0,0,0,0,2025,2,0,5.44957816038862,2.652,Avoid
Jain Resource Recycling Ltd. IPO,2025-09-24,2025-09-26,2025-10-01,"BSE, NSE",232,265.05,14.25,33.05,3.81,5.59,26.67,0.0,250.00,18.00,4.20,74.50,Dam Capital,0.0,0,0,0,2025,2,0,0.0,15.774,Apply
Jaro Institute of Technology Management & Research Ltd. IPO,2025-09-23,2025-09-25,2025-09-30,"BSE, NSE",890,890.0,0.0,0.0,9.15,37.32,37.19,450.0,115.60,15.50,6.50,75.00,Nuvama Wealth Management,0.0,0,0,0,2025,2,0,6.111467339502679,31.620999999999995,Avoid
Anand Rathi Share & Stock Brokers Ltd. IPO,2025-09-23,2025-09-25,2025-09-30,"BSE, NSE",414,432.0,4.35,18.0,5.11,30.16,46.25,745.64,499.00,149.00,35.70,50.31,Nuvama Wealth Management,0.0,0,0,0,2025,2,0,6.615583141257491,33.195,Apply
Solarworld Energy Solutions Ltd. IPO,2025-09-23,2025-09-25,2025-09-30,"BSE, NSE",351,388.5,10.68,37.5,51.69,68.21,74.24,490.0,150.00,9.50,3.20,74.50,Nuvama Wealth Management,0.0,0,0,0,2025,2,0,6.19644412779452,67.92099999999999,Apply
Seshaasai Technologies Ltd. IPO,2025-09-23,2025-09-25,2025-09-30,"BSE, NSE",423,432.0,2.13,9.0,9.46,51.43,189.49,813.28,210.30,12.50,4.00,70.00,IIFL Capital,0.0,0,0,0,2025,2,0,6.702304287198846,112.066,Apply
Atlanta Electricals Ltd. IPO,2025-09-22,2025-09-24,2025-09-29,"BSE, NSE",754,857.0,13.66,103.0,10.76,55.82,194.77,687.85,180.50,11.50,3.80,75.00,Motilal Oswal Investment,0.0,0,0,0,2025,2,0,6.5350235404906085,116.283,Apply
Ganesh Consumer Products Ltd. IPO,2025-09-22,2025-09-24,2025-09-29,"BSE, NSE",322,296.05,-8.06,-25.95,1.17,4.41,4.03,408.8,600.00,30.00,5.00,70.00,Dam Capital,0.0,0,0,0,2025,2,0,6.0156692358048,3.572,Avoid
Saatvik Green Energy Ltd. IPO,2025-09-19,2025-09-23,2025-09-26,"BSE, NSE",465,465.0,0.0,0.0,2.81,10.57,11.41,900.2,800.00,45.00,7.00,74.99,Dam Capital,0.0,0,0,0,2025,4,0,6.803727208558089,9.438,Avoid
GK Energy Ltd. IPO,2025-09-19,2025-09-23,2025-09-26,"BSE, NSE",153,171.0,11.76,18.0,21.78,128.56,193.01,464.26,120.00,8.00,3.10,74.00,IIFL Capital,0.0,0,0,0,2025,4,0,6.1425963891118975,139.42899999999997,Apply
Ivalue Infosolutions Ltd. IPO,2025-09-18,2025-09-22,2025-09-25,"BSE, NSE",299,285.0,-4.68,-14.0,1.28,1.26,3.18,560.29,"1,150.00",60.00,9.50,70.00,IIFL Capital,0.0,0,0,0,2025,4,0,6.330237706004665,2.224,Avoid
VMS TMT Ltd. IPO,2025-09-17,2025-09-19,2025-09-24,"BSE, NSE",99,105.0,6.06,6.0,47.85,227.08,120.8,148.5,200.00,14.00,4.50,74.50,Arihant Capital,0.0,0,0,0,2025,2,0,5.0072963928307415,138.094,Apply
Euro Pratik Sales Ltd. IPO,2025-09-16,2025-09-18,2025-09-23,"BSE, NSE",247,273.45,10.71,26.45,1.31,2.02,1.1,451.31,280.00,19.00,6.20,74.90,Axis Capital,0.0,0,0,0,2025,2,0,6.114367785458937,1.418,Apply
Shringar House of Mangalsutra Ltd. IPO,2025-09-10,2025-09-12,2025-09-17,"BSE, NSE",165,188.5,14.24,23.5,27.26,82.58,101.41,400.95,160.00,10.00,3.00,74.90,Choice Capital,0.0,0,0,0,2025,2,0,5.99632770277397,80.931,Apply
Dev Accelerator Ltd. IPO,2025-09-10,2025-09-12,2025-09-17,"BSE, NSE",61,61.3,0.49,0.299999999999997,164.89,87.97,20.3,143.35,110.00,9.00,3.60,74.50,Pantomath Capital,0.0,0,0,0,2025,2,0,4.972240906108944,69.519,Apply
Amanta Healthcare Ltd. IPO,2025-09-01,2025-09-03,2025-09-09,"BSE, NSE",126,135.0,7.14,9.0,54.96,209.4,35.86,126.0,390.00,40.00,10.50,70.00,Beeline Capital,0.0,0,0,0,2025,2,0,4.844187086458591,91.742,Apply
Anlon Healthcare Ltd. IPO,2025-08-26,2025-08-29,2025-09-03,"BSE, NSE",91,92.0,1.1,1.0,47.26,10.61,1.07,121.03,140.00,8.50,3.10,74.90,Interactive Financial,0.0,0,0,0,2025,3,0,4.804266916143749,13.17,Neutral
Vikran Engineering Ltd. IPO,2025-08-26,2025-08-29,2025-09-03,"BSE, NSE",97,99.7,2.78,2.7,11.56,61.77,20.51,772.0,210.00,12.00,4.00,70.00,Pantomath Capital,0.0,0,0,0,2025,3,0,6.650279048587422,31.098000000000003,Apply
Mangal Electrical Industries Ltd. IPO,2025-08-20,2025-08-22,2025-08-28,"BSE, NSE",561,556.0,-0.89,-5.0,5.09,19.78,11.09,400.0,250.00,16.00,5.00,74.50,Systematix Corporate,0.0,0,0,0,2025,2,0,5.993961427306569,12.497,Avoid
Vikram Solar Ltd. IPO,2025-08-19,2025-08-21,2025-08-26,"BSE, NSE",332,338.0,1.81,6.0,7.98,52.87,145.1,0.0,"2,200.00",-160.00,Negative,72.00,JM Financial,0.0,0,0,0,2025,2,0,0.0,90.007,Apply
Shreeji Shipping Global Ltd. IPO,2025-08-19,2025-08-21,2025-08-26,"BSE, NSE",252,271.85,7.88,19.85,21.92,72.7,110.41,410.71,180.00,15.00,5.50,74.50,Beeline Capital,0.0,0,0,0,2025,2,0,6.0203192180120855,81.399,Apply
Patel Retail Ltd. IPO,2025-08-19,2025-08-21,2025-08-26,"BSE, NSE",255,300.0,17.65,45.0,42.55,108.11,272.14,242.66,130.00,7.50,2.80,74.90,Fedex Securities,0.0,0,0,0,2025,2,0,5.495773810926261,177.01299999999998,Apply
Gem Aromatics Ltd. IPO,2025-08-19,2025-08-21,2025-08-26,"BSE, NSE",325,333.1,2.49,8.10000000000002,10.49,45.96,53.76,451.25,220.00,14.00,4.20,70.00,Motilal Oswal Investment,0.0,0,0,0,2025,2,0,6.114235124275405,42.766,Apply
Regaal Resources Ltd. IPO,2025-08-12,2025-08-14,2025-08-20,"BSE, NSE",102,141.0,38.24,39.0,57.75,356.72,190.96,306.0,150.00,11.00,3.80,74.50,Pantomath Capital,0.0,0,0,0,2025,2,0,5.726847747587197,214.046,Apply
BlueStone Jewellery & Lifestyle Ltd. IPO,2025-08-11,2025-08-13,2025-08-19,"BSE, NSE",517,510.0,-1.35,-7.0,1.38,0.57,4.25,0.0,486.00,-41.80,Negative,35.00,Axis Capital,0.0,0,0,0,2025,2,0,0.0,2.572,Avoid
All Time Plastics Ltd. IPO,2025-08-07,2025-08-11,2025-08-14,"BSE, NSE",275,314.3,14.29,39.3,5.36,14.01,10.3,400.6,400.00,28.00,6.50,70.00,Intensive Fiscal,0.0,0,0,0,2025,4,0,5.995456568377519,10.425,Apply
JSW Cement Ltd. IPO,2025-08-07,2025-08-11,2025-08-14,"BSE, NSE",147,153.5,4.42,6.5,1.91,11.6,16.71,0.0,"10,480.00",400.00,0,0,JM Financial,0.0,0,0,0,2025,4,0,0.0,12.217,Neutral
Highway Infrastructure Ltd. IPO,2025-08-05,2025-08-07,2025-08-12,"BSE, NSE",70,117.0,67.14,47.0,164.48,473.1,432.71,130.0,450.00,35.00,7.50,74.00,Pantomath Capital,0.0,0,0,0,2025,2,0,4.875197323201151,391.181,Apply
Sri Lotus Developers & Realty Ltd. IPO,2025-07-30,2025-08-01,2025-08-06,"BSE, NSE",150,178.0,18.67,28.0,21.77,61.82,175.61,792.0,160.00,12.00,4.00,74.50,Motilal Oswal Investment,0.0,0,0,0,2025,2,0,6.675823221634848,110.705,Apply
National Securities Depository Ltd. IPO (NSDL IPO),2025-07-30,2025-08-01,2025-08-06,BSE,800,880.0,10.0,80.0,7.76,34.98,103.97,0.0,"1,050.00",230.00,0,NA ,ICICI Securities,0.0,0,0,0,2025,2,0,0.0,64.031,Apply
M&B Engineering Ltd. IPO,2025-07-30,2025-08-01,2025-08-06,"BSE, NSE",385,385.0,0.0,0.0,34.36,40.22,38.63,650.0,170.00,10.50,3.50,74.90,Equirus Capital,0.0,0,0,0,2025,2,0,6.478509642208569,38.253,Avoid
Aditya Infotech Ltd. IPO,2025-07-29,2025-07-31,2025-08-05,"BSE, NSE",675,1015.0,50.37,340.0,53.81,75.93,140.5,0.0,550.00,30.00,5.00,70.00,ICICI Securities,0.0,0,0,0,2025,2,0,0.0,103.791,Apply
Laxmi India Finance Ltd. IPO,2025-07-29,2025-07-31,2025-08-05,"BSE, NSE",158,137.52,-12.96,-20.48,2.2,1.83,1.3,254.26,130.00,8.00,2.90,74.50,PL Capital,0.0,0,0,0,2025,2,0,5.542282633554545,1.6390000000000002,Avoid
Shanti Gold International Ltd. IPO,2025-07-25,2025-07-29,2025-08-01,"BSE, NSE",199,227.55,14.35,28.55,29.73,151.17,117.33,360.11,200.00,12.00,4.00,74.90,Choice Capital,0.0,0,0,0,2025,4,0,5.889182621059753,109.962,Apply
GNG Electronics Ltd. IPO,2025-07-23,2025-07-25,2025-07-30,"BSE, NSE",237,355.0,49.79,118.0,47.36,226.44,266.21,460.43,140.00,8.50,3.10,74.00,Motilal Oswal Investment,0.0,0,0,0,2025,2,0,6.134330363131829,210.509,Apply
Indiqube Spaces Ltd. IPO,2025-07-23,2025-07-25,2025-07-30,"BSE, NSE",237,216.0,-8.86,-21.0,13.28,8.68,15.12,700.0,700.00,40.00,0,NA ,ICICI Securities,0.0,0,0,0,2025,2,0,6.55250788703459,12.82,Avoid
Anthem Biosciences Ltd. IPO,2025-07-14,2025-07-16,2025-07-21,"BSE, NSE",570,723.05,26.85,153.05,5.98,44.7,192.8,0.0,910.00,120.00,18.00,70.00,JM Financial,0.0,0,0,0,2025,2,0,0.0,111.006,Apply
Smartworks Coworking Spaces Ltd. IPO,2025-07-10,2025-07-14,2025-07-17,"BSE, NSE",407,435.0,6.88,28.0,3.69,23.68,24.92,582.56,790.00,-14.00,Negative,56.00,JM Financial,0.0,0,0,0,2025,4,0,6.369147274203694,20.302,Apply
Travel Food Services Ltd. IPO,2025-07-07,2025-07-09,2025-07-14,"BSE, NSE",1100,1125.0,2.27,25.0,0.73,1.67,8.1,0.0,"1,250.00",80.00,12.00,58.00,Kotak Mahindra Capital,0.0,0,0,0,2025,2,0,0.0,4.697,Neutral
Indogulf Cropsciences Ltd. IPO,2025-06-26,2025-06-30,2025-07-03,"BSE, NSE",111,111.0,0.0,0.0,14.97,49.06,31.73,200.0,580.00,45.00,8.00,74.50,Systematix Corporate,0.0,0,0,0,2025,4,0,5.303304908059076,33.577,Avoid
HDB Financial Services Ltd. IPO,2025-06-25,2025-06-27,2025-07-02,"BSE, NSE",740,835.0,12.84,95.0,1.51,10.55,58.64,0.0,"12,410.00","1,957.50",0,NA ,BNP Paribas,0.0,0,0,0,2025,2,0,0.0,32.787,Apply
Sambhv Steel Tubes Ltd. IPO,2025-06-25,2025-06-27,2025-07-02,"BSE, NSE",82,110.0,34.15,28.0,8.56,33.88,66.36,540.0,320.00,20.00,4.50,74.90,Nuvama Wealth Management,0.0,0,0,0,2025,2,0,6.293419278846481,45.056,Apply
Ellenbarrie Industrial Gases Ltd. IPO,2025-06-24,2025-06-26,2025-07-01,"BSE, NSE",400,486.0,21.5,86.0,2.14,15.21,64.23,852.53,160.00,9.00,3.20,74.90,Motilal Oswal Investment,0.0,0,0,0,2025,2,0,6.749380691001656,37.106,Apply
Globe Civil Projects Ltd. IPO,2025-06-24,2025-06-26,2025-07-01,"BSE, NSE",71,90.0,26.76,19.0,53.67,143.14,82.13,119.0,230.00,15.00,5.00,74.50,Mefcom Capital,0.0,0,0,0,2025,2,0,4.787491742782046,94.741,Apply
Arisinfra Solutions Ltd. IPO,2025-06-18,2025-06-20,2025-06-25,"BSE, NSE",222,205.0,-7.66,-17.0,5.9,3.32,1.5,499.6,110.00,7.50,2.70,74.00,JM Financial,0.0,0,0,0,2025,2,0,6.215807378997674,2.926,Avoid
Oswal Pumps Ltd. IPO,2025-06-13,2025-06-17,2025-06-20,"BSE, NSE",614,634.0,3.26,20.0,3.6,36.7,88.08,0.0,190.00,11.00,3.60,74.50,IIFL Capital,0.0,0,0,0,2025,4,0,0.0,55.77,Apply
